#                 1000000                    lines
#       Iterationsschritt                     Zeit                <Fitness>
                        1    2.170331250000000E-01    2.900120620547666E+04
                       10    6.565391250000000E-01    2.297574605674980E+04
                       20    1.170169750000000E+00    1.318789243282804E+04
                       30    1.695360125000000E+00    1.121739004890671E+04
                       40    2.194298875000000E+00    1.042612220281398E+04
                       50    2.713931250000000E+00    9.979328085232908E+03
                       60    3.202436875000000E+00    9.639318966476847E+03
                       70    3.724563125000000E+00    9.340002734781772E+03
                       80    4.248316000000000E+00    9.168203232540098E+03
                       90    4.708617500000000E+00    9.116073047887036E+03
                      100    5.198155375000000E+00    9.060266232885502E+03
                      110    5.747299500000000E+00    8.986821811075677E+03
                      120    6.304626750000000E+00    8.881764862595546E+03
                      130    6.847087999999999E+00    8.799109193661196E+03
                      140    7.389526249999999E+00    8.795422301046634E+03
                      150    7.933790375000000E+00    8.799432016912311E+03
                      160    8.458341375000000E+00    8.765558895711678E+03
                      170    8.947463375000000E+00    8.766403971940497E+03
                      180    9.497137499999999E+00    8.726287760370837E+03
                      190    1.003377125000000E+01    8.763840288443316E+03
                      200    1.062393450000000E+01    8.684619262198259E+03
                      210    1.108214662500000E+01    8.709133323268721E+03
                      220    1.161819425000000E+01    8.693097406166531E+03
                      230    1.209346562500000E+01    8.653797200318131E+03
                      240    1.266597562500000E+01    8.670390716794773E+03
                      250    1.321864062500000E+01    8.668111957299603E+03
                      260    1.374798287500000E+01    8.642675913004427E+03
                      270    1.426659137500000E+01    8.615358907294893E+03
                      280    1.480667000000000E+01    8.682492361810915E+03
                      290    1.539752587500000E+01    8.610534534960427E+03
                      300    1.592852275000000E+01    8.699695422034292E+03
                      310    1.647236025000000E+01    8.675837389878165E+03
                      320    1.698408137500000E+01    8.547303709757362E+03
                      330    1.741812712500000E+01    8.572035868708641E+03
                      340    1.793599362500000E+01    8.619361969439522E+03
                      350    1.852644812500000E+01    8.615746735578134E+03
                      360    1.902148975000000E+01    8.543891026307345E+03
                      370    1.953809875000000E+01    8.499256821268935E+03
                      380    2.005886750000000E+01    8.503450242404222E+03
                      390    2.057030812500000E+01    8.461876387538698E+03
                      400    2.112534962500000E+01    8.507801476406996E+03
                      410    2.164493487500000E+01    8.481410098503715E+03
                      420    2.209801800000000E+01    8.463428598654595E+03
                      430    2.264750512500000E+01    8.465428146973640E+03
                      440    2.307047487500000E+01    8.491988232823744E+03
                      450    2.359211750000000E+01    8.465008058366679E+03
                      460    2.403074650000000E+01    8.478103928994853E+03
                      470    2.445467437500000E+01    8.441948866828683E+03
                      480    2.501566562500000E+01    8.447317475067986E+03
                      490    2.557028237500000E+01    8.416106269850763E+03
                      500    2.598065750000000E+01    8.437597454937139E+03
                      510    2.649850275000000E+01    8.455547567973177E+03
                      520    2.708931887500000E+01    8.458533090397828E+03
                      530    2.754714800000000E+01    8.446384771898040E+03
                      540    2.806104700000000E+01    8.444382758708456E+03
                      550    2.860698100000000E+01    8.478695139710999E+03
                      560    2.908006887500000E+01    8.443979430938598E+03
                      570    2.950749325000000E+01    8.524482772381267E+03
                      580    3.004056775000000E+01    8.494712838555362E+03
                      590    3.051907362500000E+01    8.453137673440247E+03
                      600    3.094853500000000E+01    8.453167755462442E+03
                      610    3.152417387500000E+01    8.449465135761091E+03
                      620    3.190691575000000E+01    8.422810590821722E+03
                      630    3.246473487500000E+01    8.417237317325304E+03
                      640    3.288943612500000E+01    8.466161898463264E+03
                      650    3.342800462500000E+01    8.449713722293398E+03
                      660    3.395309512500000E+01    8.412079493336440E+03
                      670    3.441634737500000E+01    8.433744057326960E+03
                      680    3.494604987500000E+01    8.420793676210074E+03
                      690    3.549657562500000E+01    8.394587836707586E+03
                      700    3.606007112500000E+01    8.439323291381595E+03
                      710    3.652568562500000E+01    8.437161479463892E+03
                      720    3.692739612500000E+01    8.413200959482097E+03
                      730    3.737562900000000E+01    8.439261813550598E+03
                      740    3.788285000000000E+01    8.447096029717701E+03
                      750    3.842216487500000E+01    8.473352555706610E+03
                      760    3.881385562500000E+01    8.455436329255248E+03
                      770    3.929300237500000E+01    8.431136126931293E+03
                      780    3.979560225000000E+01    8.435249563472304E+03
                      790    4.030694725000000E+01    8.408000614863628E+03
                      800    4.077287212500000E+01    8.419045570324060E+03
                      810    4.132383975000000E+01    8.408176021168405E+03
                      820    4.184971175000000E+01    8.421936910762377E+03
