#                   50000                    lines
#       Iterationsschritt                     Zeit                <Fitness>
                        1    5.129300000000000E-02    1.187914723956670E+05
                       10    1.213062500000000E-01    4.243911791521464E+04
                       20    2.113952500000000E-01    2.615289619512649E+04
                       30    2.941220000000000E-01    2.482149786433343E+04
                       40    3.722400000000000E-01    2.251761742020984E+04
                       50    4.646390000000000E-01    2.131284582881263E+04
                       60    5.441757500000001E-01    2.140935697167437E+04
                       70    6.223342500000000E-01    2.110010332786144E+04
                       80    7.113412500000000E-01    2.036366176962487E+04
                       90    7.921127500000000E-01    2.033090847446432E+04
                      100    8.840755000000000E-01    2.044169143704607E+04
                      110    9.791647500000000E-01    1.954378639454296E+04
                      120    1.059735500000000E+00    2.013950094325996E+04
                      130    1.152069000000000E+00    1.961468691951758E+04
                      140    1.230732750000000E+00    1.953373796684806E+04
                      150    1.319868000000000E+00    1.980623657035567E+04
                      160    1.406113500000000E+00    1.971164677848339E+04
                      170    1.503174000000000E+00    1.967647820104386E+04
                      180    1.595264500000000E+00    1.939744754930513E+04
                      190    1.678637250000000E+00    1.923387745351329E+04
                      200    1.777076750000000E+00    1.950570362590857E+04
                      210    1.858222750000000E+00    1.919094845387554E+04
                      220    1.951344250000000E+00    1.928583685981967E+04
                      230    2.038565250000000E+00    1.935596292965745E+04
                      240    2.152769500000000E+00    1.891707137312915E+04
                      250    2.244592250000000E+00    1.927667860106758E+04
                      260    2.324960000000000E+00    1.988226101179026E+04
                      270    2.406131750000000E+00    2.034253701781902E+04
                      280    2.494174500000000E+00    1.985431991275247E+04
                      290    2.590207500000000E+00    2.002252333504252E+04
                      300    2.680085250000000E+00    1.951384652464785E+04
                      310    2.769253750000000E+00    1.931804451305984E+04
                      320    2.860511500000000E+00    1.929355080315684E+04
                      330    2.940297000000000E+00    1.946698377841213E+04
                      340    3.019232250000000E+00    1.940694066515536E+04
                      350    3.101034750000000E+00    1.911968255969631E+04
                      360    3.186323500000000E+00    1.853257394280543E+04
                      370    3.268336750000000E+00    1.980575079868267E+04
                      380    3.361767500000000E+00    1.932424387327255E+04
                      390    3.449641500000000E+00    1.917949453127853E+04
                      400    3.531602500000000E+00    1.892667454619252E+04
                      410    3.624718250000000E+00    1.878267740340378E+04
                      420    3.730653250000000E+00    1.887457260942691E+04
                      430    3.820894000000000E+00    1.865057566916057E+04
                      440    3.921798750000000E+00    1.851853051088774E+04
                      450    4.003888000000000E+00    1.924856863174716E+04
                      460    4.082515750000001E+00    1.872505140082229E+04
                      470    4.163868500000000E+00    1.908632468805101E+04
                      480    4.246509500000000E+00    1.907054433680785E+04
                      490    4.335061000000000E+00    1.937579534140829E+04
                      500    4.422096000000001E+00    1.932701946086391E+04
                      510    4.520261750000000E+00    1.984137485988237E+04
                      520    4.608479250000000E+00    1.971534444779250E+04
                      530    4.697539500000000E+00    1.959086947357763E+04
                      540    4.786264000000000E+00    1.924249043105221E+04
                      550    4.864342750000000E+00    1.892487866978614E+04
                      560    4.942062250000000E+00    1.895530437752220E+04
                      570    5.029412250000000E+00    1.856321114817157E+04
                      580    5.110360750000001E+00    1.889249191748594E+04
                      590    5.200038250000000E+00    1.921907549715145E+04
                      600    5.278574000000001E+00    1.978475679455233E+04
                      610    5.376172750000000E+00    1.978938548544032E+04
                      620    5.465840750000000E+00    1.900311776010314E+04
                      630    5.545547000000000E+00    1.917735069132727E+04
                      640    5.629141000000001E+00    1.941168781522263E+04
                      650    5.705189000000001E+00    1.943345203385992E+04
                      660    5.788645000000001E+00    1.943141930589412E+04
                      670    5.864832000000001E+00    1.903377130664097E+04
                      680    5.950022750000000E+00    1.891079833975177E+04
                      690    6.033970500000001E+00    1.960655080954135E+04
                      700    6.113138750000000E+00    1.917877608901904E+04
                      710    6.203947500000000E+00    1.917329185365319E+04
                      720    6.288653750000000E+00    1.865977487704349E+04
                      730    6.367908000000000E+00    1.919295188949834E+04
                      740    6.464468000000000E+00    1.937817686786250E+04
                      750    6.548809500000000E+00    1.934556728386388E+04
                      760    6.638015500000001E+00    1.892354457230110E+04
                      770    6.722138750000000E+00    1.894434425439832E+04
                      780    6.800118250000001E+00    1.844323560048500E+04
                      790    6.879617750000000E+00    1.867050698906128E+04
                      800    6.960054000000000E+00    1.834495140019694E+04
                      810    7.047274250000000E+00    1.872025030027091E+04
                      820    7.141888000000001E+00    1.874454236643365E+04
                      830    7.232556750000001E+00    1.846951190146111E+04
                      840    7.310430500000001E+00    1.870571625332695E+04
                      850    7.415403250000001E+00    1.864231536188145E+04
                      860    7.518807500000000E+00    1.876942667163779E+04
                      870    7.610986000000000E+00    1.832191617648507E+04
                      880    7.708667000000000E+00    1.845920200267388E+04
                      890    7.787966250000000E+00    1.834330735464272E+04
                      900    7.868497750000000E+00    1.821235987650910E+04
                      910    7.952398250000000E+00    1.903312277241784E+04
                      920    8.042149750000000E+00    1.892058498386233E+04
                      930    8.119864000000000E+00    1.918639695413247E+04
                      940    8.206128500000000E+00    1.934014271649325E+04
                      950    8.296217500000001E+00    1.904160959458025E+04
                      960    8.379376500000001E+00    1.866765901331766E+04
                      970    8.468264500000000E+00    1.873511371622217E+04
                      980    8.551996000000001E+00    1.873928249031660E+04
                      990    8.640192499999999E+00    1.888671131141982E+04
                     1000    8.724367000000001E+00    1.881858322147301E+04
                     1010    8.809389750000001E+00    1.946103521686700E+04
                     1020    8.887429750000001E+00    1.804094633168400E+04
                     1030    8.974944500000001E+00    1.837547707415525E+04
                     1040    9.063624750000001E+00    1.927663020067030E+04
                     1050    9.149519000000000E+00    1.827422597732510E+04
                     1060    9.229395000000000E+00    1.822235993654809E+04
                     1070    9.324891750000001E+00    1.885900125097217E+04
                     1080    9.401548500000001E+00    1.958353896801469E+04
                     1090    9.478630500000000E+00    1.923230662044450E+04
                     1100    9.557542000000000E+00    1.936559753148040E+04
                     1110    9.646124250000000E+00    1.945475363980560E+04
                     1120    9.741257250000000E+00    1.963867808765684E+04
                     1130    9.824370000000000E+00    2.006280294002655E+04
                     1140    9.909967750000000E+00    1.996144129396114E+04
                     1150    9.994614750000000E+00    1.954762207504426E+04
                     1160    1.007449325000000E+01    1.882318285027476E+04
                     1170    1.015698700000000E+01    1.910233835036817E+04
                     1180    1.023516600000000E+01    1.878850332131488E+04
                     1190    1.031831250000000E+01    1.922618211940253E+04
                     1200    1.040335475000000E+01    1.912346326333645E+04
                     1210    1.049030850000000E+01    1.877582903550984E+04
                     1220    1.057668275000000E+01    1.865278521285627E+04
                     1230    1.065387375000000E+01    1.883704322998027E+04
                     1240    1.074823075000000E+01    1.892839837769766E+04
                     1250    1.083653225000000E+01    1.975447848612485E+04
                     1260    1.093259425000000E+01    1.943332544751689E+04
                     1270    1.101333850000000E+01    1.965209254552402E+04
                     1280    1.110532275000000E+01    1.948863254789220E+04
                     1290    1.118547750000000E+01    1.924314892607094E+04
                     1300    1.126222775000000E+01    1.899092602066661E+04
                     1310    1.135516750000000E+01    1.890793536614457E+04
                     1320    1.144369800000000E+01    1.886526795566787E+04
                     1330    1.152321950000000E+01    1.874994496427791E+04
                     1340    1.161868925000000E+01    1.909384199610105E+04
                     1350    1.170127075000000E+01    1.908852493174684E+04
                     1360    1.177962650000000E+01    1.924562238520308E+04
                     1370    1.185507975000000E+01    1.992751902455043E+04
                     1380    1.193509625000000E+01    1.954352609366012E+04
                     1390    1.202832675000000E+01    1.949292213804223E+04
                     1400    1.211435875000000E+01    1.942869255017444E+04
                     1410    1.219937550000000E+01    1.899895866056301E+04
                     1420    1.229218750000000E+01    1.874435185562230E+04
                     1430    1.238785900000000E+01    1.933377434466664E+04
                     1440    1.247404575000000E+01    1.855572036676055E+04
                     1450    1.256803825000000E+01    1.864999728856513E+04
                     1460    1.265030875000000E+01    1.885878961808853E+04
                     1470    1.275002350000000E+01    1.872354383111262E+04
                     1480    1.284196550000000E+01    1.879239387134015E+04
                     1490    1.292039425000000E+01    1.943751446916318E+04
                     1500    1.300022725000000E+01    1.942677533294923E+04
                     1510    1.307551675000000E+01    1.975699835193759E+04
                     1520    1.315926425000000E+01    1.871633118779377E+04
                     1530    1.323959725000000E+01    1.928603106678676E+04
                     1540    1.333411075000000E+01    1.884761368118656E+04
                     1550    1.341638700000000E+01    1.917275107862270E+04
                     1560    1.349599025000000E+01    1.925081108910023E+04
                     1570    1.359018800000000E+01    1.905547845318463E+04
                     1580    1.367292100000000E+01    1.882139371927695E+04
                     1590    1.376178225000000E+01    1.902201152259278E+04
                     1600    1.384100775000000E+01    1.861644365034674E+04
                     1610    1.392544050000000E+01    1.865241274097097E+04
                     1620    1.404315175000000E+01    1.864576997949810E+04
                     1630    1.413569425000000E+01    1.876226776025322E+04
                     1640    1.422333850000000E+01    1.912039155157130E+04
                     1650    1.432270600000000E+01    1.828175606352074E+04
                     1660    1.442815225000000E+01    1.882173539694287E+04
                     1670    1.451248750000000E+01    1.870245109923264E+04
                     1680    1.460130750000000E+01    1.873926706130332E+04
                     1690    1.468226075000000E+01    1.866338449002452E+04
                     1700    1.476434600000000E+01    1.873458276272171E+04
                     1710    1.484847300000000E+01    1.890014670457328E+04
                     1720    1.495788675000000E+01    1.886606915096316E+04
                     1730    1.504365225000000E+01    1.948512245222858E+04
                     1740    1.512248950000000E+01    1.987779629697688E+04
                     1750    1.522846950000000E+01    1.930280266528658E+04
                     1760    1.530986900000000E+01    1.878699740730999E+04
                     1770    1.539001400000000E+01    1.811015582375397E+04
                     1780    1.547375900000000E+01    1.827594263701788E+04
                     1790    1.555892325000000E+01    1.862832690263200E+04
                     1800    1.564952200000000E+01    1.802477474706783E+04
                     1810    1.572611400000000E+01    1.840931054864833E+04
                     1820    1.582902225000000E+01    1.848745217953578E+04
                     1830    1.590856550000000E+01    1.927406088782758E+04
                     1840    1.599564675000000E+01    1.932695613635012E+04
                     1850    1.608185500000000E+01    1.908736460198722E+04
                     1860    1.616157525000000E+01    1.843134540319548E+04
                     1870    1.625494400000000E+01    1.817278983190091E+04
                     1880    1.636968450000000E+01    1.879514149098563E+04
                     1890    1.644740075000000E+01    1.903127197637990E+04
