#                 1000000                    lines
#       Iterationsschritt                     Zeit                <Fitness>
                        1    7.012000000000001E-03    2.742375687121233E+03
                       10    1.890300000000000E-02    1.361390139841492E+03
                       20    2.706300000000000E-02    9.032413276580473E+02
                       30    3.479600000000000E-02    8.424930376624371E+02
                       40    4.279300000000000E-02    8.128921555371807E+02
                       50    5.124700000000000E-02    7.687938264815407E+02
                       60    5.970600000000000E-02    7.637739292525272E+02
                       70    6.812799999999999E-02    7.886752133699929E+02
                       80    7.595800000000000E-02    7.609492787317920E+02
                       90    8.430300000000000E-02    7.611205913993065E+02
                      100    9.284600000000000E-02    7.385685011257758E+02
                      110    1.011200000000000E-01    7.285634951660354E+02
                      120    1.093600000000000E-01    7.316114837154345E+02
                      130    1.176670000000000E-01    7.265644704812361E+02
                      140    1.258240000000000E-01    7.496121633231710E+02
                      150    1.341700000000000E-01    7.312865540293980E+02
                      160    1.425170000000000E-01    7.205386867411607E+02
                      170    1.508480000000000E-01    7.437818046218468E+02
                      180    1.595850000000000E-01    7.321831854995969E+02
                      190    1.680000000000000E-01    7.367954331410186E+02
                      200    1.766160000000000E-01    7.274365074986295E+02
                      210    1.851300000000000E-01    7.230905737744811E+02
                      220    1.934110000000000E-01    7.275225456755172E+02
                      230    2.019520000000000E-01    7.316041271189609E+02
                      240    2.104520000000000E-01    7.221519703465373E+02
                      250    2.187970000000000E-01    7.204456989144871E+02
                      260    2.274710000000000E-01    7.341718266165875E+02
                      270    2.360980000000000E-01    7.349720132901388E+02
                      280    2.447390000000000E-01    7.531928156128265E+02
                      290    2.528640000000000E-01    7.401380895634807E+02
                      300    2.611570000000000E-01    7.377548694579240E+02
                      310    2.695230000000000E-01    7.415417997854512E+02
                      320    2.777880000000000E-01    7.453019755153128E+02
                      330    2.862950000000000E-01    7.468008927539099E+02
                      340    2.949940000000000E-01    7.335705093478707E+02
                      350    3.035860000000000E-01    7.382953106674296E+02
                      360    3.119820000000000E-01    7.422736593390067E+02
                      370    3.203240000000000E-01    7.343089024201139E+02
                      380    3.285810000000000E-01    7.435373691665943E+02
                      390    3.370530000000000E-01    7.280662663709977E+02
                      400    3.453700000000000E-01    7.314687714964269E+02
                      410    3.536100000000000E-01    7.349335107301677E+02
                      420    3.625060000000000E-01    7.343973449636655E+02
                      430    3.711120000000000E-01    7.362323226288768E+02
                      440    3.796700000000000E-01    7.299216334215773E+02
                      450    3.880760000000000E-01    7.416203235500415E+02
                      460    3.962030000000000E-01    7.465812459337490E+02
                      470    4.042840000000000E-01    7.129658904627315E+02
                      480    4.126410000000000E-01    7.081437617129787E+02
                      490    4.208920000000000E-01    7.026702385707546E+02
                      500    4.291070000000000E-01    7.141796137383885E+02
                      510    4.377640000000000E-01    7.225165327257174E+02
                      520    4.461850000000000E-01    7.062939880778996E+02
                      530    4.545370000000000E-01    7.065789478446636E+02
                      540    4.630150000000000E-01    7.129439906139717E+02
                      550    4.713670000000000E-01    7.253192578169608E+02
                      560    4.798000000000000E-01    6.941992939592267E+02
                      570    4.881270000000000E-01    7.009332591460779E+02
                      580    4.966060000000000E-01    7.148807972151604E+02
                      590    5.050750000000001E-01    7.043746641756987E+02
                      600    5.135660000000000E-01    7.156206841237040E+02
                      610    5.220750000000001E-01    7.056836399638930E+02
                      620    5.305610000000001E-01    7.174072156182515E+02
                      630    5.389730000000000E-01    7.085678607558971E+02
                      640    5.473410000000000E-01    7.136159563618960E+02
                      650    5.555260000000000E-01    7.027717233441772E+02
                      660    5.628740000000000E-01    7.137667017616983E+02
                      670    5.715040000000000E-01    6.992700780091161E+02
                      680    5.801230000000001E-01    7.460425107615603E+02
                      690    5.885250000000000E-01    7.127455958808630E+02
                      700    5.967480000000001E-01    7.137225153907510E+02
                      710    6.050360000000000E-01    7.060463953106155E+02
                      720    6.133060000000000E-01    7.185588679120888E+02
                      730    6.215160000000000E-01    7.069660653991003E+02
                      740    6.298290000000000E-01    7.211935892320521E+02
                      750    6.380660000000000E-01    7.161251939588369E+02
                      760    6.468350000000000E-01    7.077101090964570E+02
                      770    6.552480000000001E-01    6.998763880569651E+02
                      780    6.637120000000000E-01    6.985055937128101E+02
                      790    6.719590000000000E-01    7.027121160245638E+02
                      800    6.805550000000000E-01    7.041360879746712E+02
                      810    6.888080000000000E-01    7.082273317291387E+02
                      820    6.971690000000000E-01    7.033323020218141E+02
                      830    7.055220000000000E-01    7.082910303305320E+02
                      840    7.142080000000001E-01    7.152997587542277E+02
                      850    7.223880000000000E-01    7.158467278704111E+02
                      860    7.309210000000000E-01    7.023156206206063E+02
                      870    7.392480000000000E-01    7.032334340112665E+02
                      880    7.476150000000000E-01    7.074982532567732E+02
                      890    7.560320000000000E-01    7.133991866934343E+02
