#                 1000000                    lines
#       Iterationsschritt                     Zeit       Bester Fitnesswert
                        1    1.841491000000000E+00    3.424187315114576E+04
                       10    5.459091000000000E+00    2.794783861886582E+04
                       20    8.598156000000001E+00    2.515722217276907E+04
                       30    1.254464500000000E+01    2.498227464197799E+04
                       40    1.612782200000000E+01    2.457804071439766E+04
                       50    1.960406900000000E+01    2.457804071439766E+04
                       60    2.288655300000000E+01    2.399775056078476E+04
                       70    2.594187500000000E+01    2.399775056078476E+04
                       80    2.984874700000000E+01    2.290924139365722E+04
                       90    3.354823300000000E+01    2.290924139365722E+04
                      100    3.715714600000000E+01    2.290924139365722E+04
                      110    4.059273100000000E+01    2.290924139365722E+04
                      120    4.416214400000000E+01    2.281361644331763E+04
                      130    4.785127700000000E+01    2.271729839622635E+04
                      140    5.187985800000001E+01    2.271729839622635E+04
                      150    5.571568100000000E+01    2.271729839622635E+04
                      160    5.942175800000000E+01    2.271729839622635E+04
                      170    6.305656900000000E+01    2.263879977471586E+04
                      180    6.709122599999999E+01    2.263879977471586E+04
                      190    7.072527900000000E+01    2.263879977471586E+04
                      200    7.474474599999999E+01    2.263879977471586E+04
                      210    7.880201799999999E+01    2.263879977471586E+04
                      220    8.238699099999999E+01    2.263879977471586E+04
                      230    8.623587599999999E+01    2.263879977471586E+04
                      240    8.975245500000000E+01    2.263879977471586E+04
                      250    9.364253599999999E+01    2.263879977471586E+04
                      260    9.758698500000000E+01    2.263879977471586E+04
                      270    1.013072000000000E+02    2.263879977471586E+04
                      280    1.048551760000000E+02    2.262767533398313E+04
                      290    1.086057200000000E+02    2.262767533398313E+04
                      300    1.123718270000000E+02    2.262767533398313E+04
                      310    1.161893380000000E+02    2.262767533398313E+04
                      320    1.202294760000000E+02    2.255653069007831E+04
                      330    1.246282110000000E+02    2.250828721987188E+04
                      340    1.284128170000000E+02    2.249828965241185E+04
                      350    1.320938800000000E+02    2.193652978444625E+04
                      360    1.360754730000000E+02    2.193652978444625E+04
                      370    1.397817790000000E+02    2.193652978444625E+04
                      380    1.435542270000000E+02    2.193652978444625E+04
                      390    1.471281210000000E+02    2.193652978444625E+04
                      400    1.512808100000000E+02    2.188025276787059E+04
                      410    1.556268810000000E+02    2.188025276787059E+04
                      420    1.594642950000000E+02    2.188025276787059E+04
                      430    1.632299710000000E+02    2.188025276787059E+04
                      440    1.668633040000000E+02    2.188025276787059E+04
                      450    1.709337410000000E+02    2.188025276787059E+04
                      460    1.747385840000000E+02    2.188025276787059E+04
                      470    1.786151670000000E+02    2.188025276787059E+04
                      480    1.828200900000000E+02    2.188025276787059E+04
                      490    1.866768580000000E+02    2.188025276787059E+04
                      500    1.901672730000000E+02    2.188025276787059E+04
                      510    1.942381000000000E+02    2.176615881657878E+04
                      520    1.979971930000000E+02    2.176615881657878E+04
                      530    2.024154930000000E+02    2.176615881657878E+04
                      540    2.064552690000000E+02    2.176615881657878E+04
                      550    2.106092710000000E+02    2.172863885461228E+04
                      560    2.147661180000000E+02    2.172863885461228E+04
